Time,UAV5,UAV4,UAV3,UAV2,UAV1,HeadingCos,HeadingSin,Cos sq,Sin sq,Sum sq,Root,Psy Order
318.952,0.0593856,0.360054,-0.592135,0.249684,0.388574,4.65830676927943,0.479508539353205,21.6998219567146,0.229928439312644,21.9297503960272,4.68292113920651,0.936584227841303
319.004,0.0567571,0.360372,-0.600076,0.249684,0.385056,4.65521611363801,0.467352605012411,21.6710370646749,0.218418457411887,21.8894555220868,4.67861683856317,0.935723367712634
319.088,0.0509198,0.360742,-0.612478,0.269098,0.380486,4.64506033746248,0.466203346753687,21.5765855386671,0.217345560524338,21.7939310991914,4.668397058862,0.933679411772401
319.18,0.045296,0.361774,-0.622713,0.287912,0.375673,4.63564360767974,0.466822867427837,21.4891916574221,0.217923589553548,21.7071152469756,4.65908952983044,0.931817905966088
319.284,0.0384936,0.363175,-0.630652,0.296475,0.371717,4.629753403025,0.459423073548363,21.4346165728216,0.211069560508624,21.6456861333302,4.65249246461831,0.930498492923662
319.312,0.0361999,0.363175,-0.630652,0.296475,0.367763,4.63126791330383,0.453444181914647,21.4486424847977,0.205611626112243,21.6542541109099,4.65341316787043,0.930682633574086
319.42,0.0303566,0.367126,-0.637866,0.320497,0.362423,4.62038987393991,0.463383127451163,21.3480025872065,0.214723922806421,21.5627265100129,4.64356829496594,0.928713658993188
319.492,0.026073,0.369139,-0.645439,0.320497,0.358709,4.61656402424288,0.45143741383418,21.3126633899336,0.203795738609293,21.5164591285429,4.63858374167622,0.927716748335243
319.636,0.0192292,0.370125,-0.654005,0.33991,0.349583,4.60805120500805,0.448498427914451,21.2341359079761,0.201150839841734,21.4352867478178,4.62982577942387,0.925965155884774
319.696,0.0163038,0.370474,-0.65662,0.348034,0.349583,4.60364363472832,0.451473609575786,21.1935347155746,0.203828420143389,21.397363135718,4.62572838974771,0.925145677949542
319.752,0.013426,0.36993,-0.65662,0.348034,0.344182,4.60571939564144,0.443009687420748,21.2126511513878,0.196257583148629,21.4089087345364,4.62697619774907,0.925395239549813
319.856,0.00847431,0.367985,-0.658101,0.360773,0.341335,4.60210617239625,0.444337664241712,21.1793812220077,0.19743595986378,21.3768171818715,4.62350702193383,0.924701404386767
319.992,0.00124275,0.365437,-0.659878,0.372514,0.33036,4.60137486465453,0.433921494122374,21.1726506450745,0.188287863061394,21.3609385081359,4.62178953524886,0.924357907049773
320.052,-0.0019539,0.362573,-0.661065,0.380463,0.33036,4.59874265700612,0.434503366469037,21.1484340253677,0.188793175472927,21.3372272008406,4.61922365780665,0.923844731561329
320.112,-0.00539415,0.361248,-0.661065,0.380463,0.325321,4.60082170182442,0.42505335484862,21.1675603319786,0.180670354468067,21.3482306864466,4.62041455785589,0.924082911571178
320.192,-0.00960828,0.35883,-0.661975,0.388656,0.320329,4.59959304236391,0.420718807502598,21.1562561553625,0.177004314986408,21.3332604703489,4.61879426586083,0.923758853172166
320.304,-0.0164138,0.357409,-0.663027,0.401721,0.316026,4.59567187889672,0.419724471841314,21.1202000184821,0.17616863226247,21.2963686507446,4.61479887435461,0.922959774870922
320.42,-0.0218569,0.356913,-0.66488,0.413088,0.303488,4.59391725901127,0.410853695785382,21.1040757826417,0.168800759340507,21.2728765419822,4.61225287055926,0.922450574111853
320.492,-0.0253754,0.356173,-0.664845,0.417241,0.303488,4.59243898208456,0.410470462959911,21.0904958041699,0.168486000962523,21.2589818051324,4.61074633927442,0.922149267854883
320.564,-0.0290087,0.354107,-0.664845,0.425035,0.298573,4.5913297349157,0.40732043245934,21.0803087347211,0.165909934698864,21.2462186694199,4.60936206751215,0.921872413502431
